,acode,Month,total,airport,city,state,country,lat,long,delayed,fpm,dpf
127,AUS,4,22743,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3732,6.094051447
2177,SAT,12,22634,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,2950,7.672542373
1845,OMA,4,22605,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1593,14.19020716
2173,SAT,4,22582,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,3145,7.180286169
770,ELP,8,22528,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1926,11.69678089
2338,SJU,8,22526,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333,1,2183,10.3188273
1921,PBI,7,22409,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,1,2196,10.20446266
1461,LIT,2,22244,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1255,17.72430279
1217,IND,9,22128,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,1,3161,7.000316356
774,ELP,3,21987,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1887,11.6518283
1841,OMA,1,21974,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1592,13.80276382
1032,GSO,6,21928,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1364,16.07624633
290,BOI,1,21823,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1070,20.3953271
2091,RIC,7,21793,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1694,12.864817
2111,RNO,6,21716,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,1,2189,9.920511649
2170,SAT,7,21559,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,3232,6.670482673
100,ANC,11,21549,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,1,1437,14.99582463
2150,RSW,2,21508,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1717,12.52649971
1826,OKC,8,21392,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1943,11.00977869
2171,SAT,10,21311,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,2935,7.260988075
101,ANC,9,21283,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,1,1844,11.54175705
2090,RIC,1,21270,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1655,12.85196375
273,BNA,9,21259,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,1,4569,4.652878091
2038,PVD,4,21257,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2510,8.468924303
125,AUS,7,21202,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3819,5.551715109
1825,OKC,3,21170,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1934,10.94622544
2176,SAT,9,21107,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,2967,7.113919784
2384,SNA,9,21096,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225,1,3611,5.842148989
2101,RNO,5,21086,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,1,2242,9.40499554
391,BUR,10,21048,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,1,2184,9.637362637
126,AUS,10,20914,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3409,6.134936932
393,BUR,6,20845,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,1,2307,9.035543997
1221,ISP,8,20736,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1127,18.39929015
2251,SDF,2,20575,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1664,12.36478365
1215,IND,5,20557,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,1,3425,6.002043796
2151,RSW,8,20527,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1394,14.72525108
2105,RNO,11,20492,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,1,1895,10.81372032
1823,OKC,5,20355,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1927,10.56305138
180,BDL,4,20165,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,1,3134,6.434269304
1620,MHT,7,20071,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1474,13.61668928
82,ALB,6,20070,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1440,13.9375
1831,OKC,7,20062,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1919,10.45440334
1827,OKC,4,19970,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1876,10.64498934
1931,PDX,9,19897,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,1,4502,4.419591293
71,ALB,7,19874,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1493,13.31145345
1229,ISP,6,19803,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1028,19.26361868
224,BHM,3,19786,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1658,11.93365501
1026,GSO,3,19332,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1437,13.45302714
1210,IND,11,19321,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,1,2718,7.108535688
2527,TUL,3,19139,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1964,9.74490835
898,FLL,10,18910,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,1,3668,5.155398037
2133,ROC,4,18692,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,1475,12.67254237
1866,ONT,10,18627,Ontario International,Ontario,CA,USA,34.056,-117.6011944,1,3012,6.184262948
717,DSM,2,18467,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,678,27.23746313
567,COS,2,18453,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,864,21.35763889
1273,JAX,4,18432,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,2348,7.850085179
1214,IND,10,18378,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,1,2849,6.450684451
1838,OMA,7,18359,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1661,11.05298013
2059,PWM,1,18355,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,845,21.72189349
540,CMH,9,18334,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,1,3257,5.62910654
2525,TUL,7,18257,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,2048,8.914550781
1774,MSY,11,18222,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778,1,3829,4.758944894
2543,TUS,4,18106,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1667,10.86142771
539,CMH,12,17937,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,1,3073,5.836967133
1836,OMA,8,17933,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1668,10.75119904
961,GEG,3,17880,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,1101,16.23978202
2530,TUL,8,17877,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,2068,8.644584139
2092,RIC,4,17844,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1616,11.04207921
2157,RSW,4,17809,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1806,9.861018826
174,BDL,12,17804,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,1,2728,6.526392962
2060,PWM,7,17727,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,967,18.3319545
78,ALB,3,17595,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1426,12.33870968
2180,SAT,11,17546,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,2893,6.064984445
595,CVG,5,17481,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,1,5762,3.033842416
130,AUS,11,17464,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3047,5.731539219
378,BUF,4,17462,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1828,9.552516411
1835,OMA,5,17418,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1659,10.49909584
1543,MCO,11,17391,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,1,6579,2.643410853
231,BHM,7,17375,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1668,10.41666667
2088,RIC,3,17319,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1635,10.59266055
2520,TUL,5,17275,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1968,8.777947154
1116,HPN,6,17189,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,682,25.20381232
2345,SJU,5,17175,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333,1,2335,7.355460385
33,ABQ,10,17148,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944,1,3069,5.587487781
2468,SYR,2,17125,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,952,17.98844538
2054,PWM,3,17071,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,806,21.17990074
2132,ROC,7,16896,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,1373,12.30589949
1815,OGG,4,16852,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1405,11.99430605
1840,OMA,3,16784,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1574,10.66327827
1645,MKE,2,16733,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1476,11.33672087
2084,RDU,5,16526,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,1,3129,5.281559604
633,DAY,7,16365,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,974,16.80184805
954,GEG,12,16322,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,987,16.53698075
2522,TUL,4,16253,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,1,1913,8.496079456
1617,MHT,3,16251,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1374,11.82751092
287,BOI,8,16161,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1077,15.00557103
903,FLL,12,16157,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,1,4140,3.902657005
1648,MKE,6,16096,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1562,10.30473752
106,ANC,5,16085,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,1,1824,8.818530702
2053,PWM,6,16071,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,849,18.92932862
1033,GSO,2,15990,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1313,12.17821782
1893,ORF,3,15988,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1564,10.22250639
957,GEG,7,15982,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,1116,14.32078853
230,BHM,2,15922,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1504,10.58643617
217,BGR,6,15897,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,1,319,49.8338558
1888,ORF,4,15789,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1500,10.526
2153,RSW,7,15759,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1373,11.47778587
2172,SAT,5,15743,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,1,3234,4.867965368
1030,GSO,8,15671,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1364,11.48900293
1303,JNU,8,15638,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,597,26.19430486
103,ANC,4,15609,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,1,1438,10.85465925
2085,RDU,11,15604,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,1,3564,4.378226712
1616,MHT,1,15596,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1272,12.26100629
1819,OGG,10,15585,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1087,14.33762649
1626,MHT,2,15543,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1145,13.57467249
2505,TPA,11,15484,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325,1,5013,3.0887692
1924,PBI,5,15433,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,1,2325,6.637849462
1227,ISP,3,15336,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,995,15.41306533
1811,OGG,8,15284,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1498,10.20293725
80,ALB,2,15270,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1267,12.05209155
1816,OGG,7,15250,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1522,10.01971091
1226,ISP,7,15215,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1064,14.29981203
382,BUF,1,15048,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1897,7.93252504
2471,SYR,3,15022,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,1052,14.27946768
628,DAY,8,15020,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,979,15.3421859
227,BHM,1,14962,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1692,8.842789598
763,ELP,5,14920,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1877,7.948854555
134,AUS,12,14893,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3088,4.822862694
2026,PSP,4,14806,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,925,16.00648649
1218,ISP,1,14706,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1030,14.2776699
397,BUR,5,14679,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,1,2314,6.343560933
288,BOI,7,14663,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1095,13.39086758
2083,RDU,9,14576,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,1,3562,4.092083099
2250,SDF,3,14519,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1836,7.90795207
1266,JAN,6,14514,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,772,18.80051813
289,BOI,3,14445,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1060,13.62735849
766,ELP,12,14353,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1682,8.533293698
1024,GSO,7,14350,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1368,10.48976608
1646,MKE,7,14346,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1553,9.237604636
380,BUF,3,14309,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1844,7.759761388
2373,SMF,9,14277,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669,1,3371,4.235241768
291,BOI,12,14233,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,895,15.9027933
2618,XNA,2,14200,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,496,28.62903226
1833,OKC,10,14125,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1601,8.822610868
956,GEG,2,14100,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,996,14.15662651
2046,PVD,12,13961,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2149,6.496510005
2033,PSP,1,13954,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,993,14.05236657
1015,GRR,2,13953,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,852,16.37676056
1379,LBB,2,13915,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,675,20.61481481
1017,GRR,1,13894,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,942,14.74946921
768,ELP,10,13894,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1654,8.400241838
1818,OGG,2,13829,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1329,10.4055681
294,BOI,2,13738,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,959,14.32533889
216,BGR,8,13699,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,1,427,32.08196721
2539,TUS,8,13691,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1752,7.814497717
506,CLE,5,13690,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667,1,4854,2.820354347
2499,TPA,10,13687,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325,1,5199,2.632621658
123,AUS,5,13663,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,1,3887,3.515050167
953,GEG,6,13641,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,1050,12.99142857
2542,TUS,6,13610,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1657,8.213639107
1296,JNU,6,13541,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,490,27.63469388
722,DSM,6,13541,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,769,17.60858257
2125,ROC,5,13539,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,1512,8.954365079
225,BHM,4,13474,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1613,8.353378797
960,GEG,4,13278,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,1024,12.96679688
1643,MKE,8,13277,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1556,8.53277635
75,ALB,12,13274,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1161,11.4332472
1453,LIT,7,13268,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1384,9.586705202
1012,GRR,8,13253,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,979,13.53728294
81,ALB,1,13231,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1428,9.265406162
1298,JNU,7,13185,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,598,22.04849498
2028,PSP,5,13157,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,553,23.7920434
2537,TUS,7,13142,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1725,7.618550725
1097,HNL,9,13140,Honolulu International,Honolulu,HI,USA,21.31869111,-157.9224072,1,3009,4.366899302
1228,ISP,2,13136,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,900,14.59555556
1014,GRR,12,12993,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,809,16.0605686
1028,GSO,4,12914,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1367,9.446964155
1309,KOA,6,12877,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,789,16.32065906
1886,ORF,5,12832,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1552,8.268041237
220,BGR,7,12829,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,1,408,31.44362745
1174,ICT,2,12761,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,642,19.87694704
2242,SDF,1,12639,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1908,6.624213836
1889,ORF,12,12634,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1602,7.88639201
1892,ORF,2,12592,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1318,9.553869499
1890,ORF,1,12564,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1503,8.359281437
631,DAY,6,12528,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,948,13.21518987
1824,OKC,12,12526,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389,1,1634,7.665850673
1275,JAX,9,12468,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,2117,5.889466226
2540,TUS,5,12449,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1689,7.370633511
2626,XNA,1,12445,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,571,21.79509632
1980,PIT,11,12399,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083,1,7971,1.555513737
1318,KOA,7,12392,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,827,14.98428053
893,FLL,11,12346,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,1,3904,3.162397541
773,ELP,9,12306,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056,1,1693,7.268753692
1279,JAX,5,12297,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,2406,5.110972569
1834,OMA,12,12280,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1427,8.605466013
232,BHM,5,12178,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1664,7.318509615
1034,GSO,1,12177,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1456,8.363324176
1460,LIT,1,12154,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1361,8.930198384
1459,LIT,8,12075,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1396,8.649713467
2465,SYR,1,12013,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,1120,10.72589286
1119,HPN,8,12012,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,721,16.66019417
560,COS,6,12003,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,1039,11.55245428
1262,JAN,2,11720,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,807,14.52292441
1814,OGG,5,11706,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1449,8.078674948
381,BUF,2,11699,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1674,6.98864994
1640,MKE,1,11691,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1633,7.159216167
2096,RIC,5,11622,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1655,7.022356495
31,ABQ,9,11601,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944,1,3040,3.816118421
838,FAI,7,11588,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,584,19.84246575
2401,SRQ,3,11465,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,557,20.58348294
285,BOI,4,11416,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1022,11.1702544
559,COS,3,11411,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,975,11.70358974
368,BTV,3,11317,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,392,28.86989796
376,BUF,12,11298,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1240,9.111290323
1301,JNU,3,11255,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,310,36.30645161
307,BOS,11,11179,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,1,8304,1.34621869
2203,SBA,5,11128,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,508,21.90551181
2252,SDF,5,11068,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1897,5.834475488
564,COS,1,11043,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,1011,10.92284866
1131,HRL,2,11010,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,424,25.96698113
1037,GSP,1,10993,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,835,13.16526946
1269,JAN,8,10977,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,824,13.32160194
1314,KOA,3,10919,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,716,15.25
558,COS,7,10916,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,1104,9.887681159
1513,MAF,3,10856,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,642,16.90965732
2058,PWM,2,10821,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,720,15.02916667
869,FAT,5,10820,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,1,394,27.46192893
1300,JNU,12,10726,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764,1,304,35.28289474
2198,SBA,7,10682,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,549,19.4571949
2201,SBA,2,10635,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,500,21.27
1511,MAF,8,10615,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,658,16.13221884
1271,JAX,12,10570,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111,1,1961,5.390107088
1810,OGG,1,10503,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,1467,7.159509202
1455,LIT,3,10501,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1409,7.452803407
2534,TUS,12,10499,Tucson International,Tucson,AZ,USA,32.11608333,-110.9410278,1,1373,7.646758922
359,BTR,2,10463,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,502,20.84262948
2107,RNO,9,10441,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,1,2072,5.039092664
1120,HPN,7,10438,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,686,15.21574344
2195,SBA,3,10422,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,553,18.84629295
275,BNA,11,10411,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,1,4179,2.491265853
1547,MCO,12,10410,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,1,6882,1.512641674
1508,MAF,6,10389,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,627,16.56937799
1113,HPN,2,10377,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,572,18.14160839
2099,RIC,12,10371,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1239,8.370460048
2199,SBA,8,10232,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,554,18.46931408
823,EYW,3,10230,Key West International,Key West,FL,USA,24.55611111,-81.75955556,1,306,33.43137255
1260,JAN,7,10217,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,800,12.77125
1307,KOA,2,10216,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,648,15.7654321
